governo,docEmpenho,data,fase,documento,codAcao,acao,localizador,observacao,valor,especie
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044613,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044614,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5274.96,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044619,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044620,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044628,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044631,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044632,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044638,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2685.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044704,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044707,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044716,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1158.75,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044718,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",921.25,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044720,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1158.75,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044721,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044723,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1158.75,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044730,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4638.60,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044733,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044736,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1102.50,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044737,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044747,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044750,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",380.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044752,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044753,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044754,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2685.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044756,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044757,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2595.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044758,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044760,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1158.75,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044762,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044766,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",405.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044769,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044770,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044771,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044772,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2685.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044774,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044775,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2775.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044778,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044780,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",83.75,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044781,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1005.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044782,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,04/06/2024,Pagamento,200331000012024OB044785,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044786,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",308.75,Original
federal,200331000012024NE000274,04/06/2024,Pagamento,200331000012024OB044787,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS COLABORADORES EVENTUAIS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,Original
federal,200331000012024NE000273,05/06/2024,Pagamento,200331000012024OB044872,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1926.25,Original
federal,200331000012024NE000273,05/06/2024,Pagamento,200331000012024OB044874,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,05/06/2024,Pagamento,200331000012024OB044876,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,Original
federal,200331000012024NE000273,05/06/2024,Pagamento,200331000012024OB044879,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,Original
federal,200331000012024NE000273,06/06/2024,Pagamento,200331000012024OB044933,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",101.25,Original
federal,200331000012024NE000273,06/06/2024,Pagamento,200331000012024OB044936,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",251.25,Original
federal,200331000012024NE000273,06/06/2024,Pagamento,200331000012024OB044955,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",251.25,Original
